# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RAD51D	RAD51D	NM_001142571.1	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RAD51L3-RFFL	RAD51L3-RFFL	NR_037714.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
RAD52	RAD52	NM_001297419.1	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD54L	RAD54L	NM_001142548.1	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD9A	RAD9A	NM_004584.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RADIL	RADIL	NM_018059.4	protein_coding	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
RAE1	RAE1	NM_001015885.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1E-AS1	RAET1E-AS1	NR_045126.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1G	RAET1G	NM_001001788.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RAET1K	RAET1K	NR_024045.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAET1L	RAET1L	NM_130900.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	RAF1	NM_002880.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAI1	RAI1	NM_030665.3	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAI14	RAI14	NM_001145525.1	protein_coding	0	0	2	20	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	1
RALB	RALB	NM_002881.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RALBP1	RALBP1	NM_006788.3	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RALGAPA2	RALGAPA2	NM_020343.3	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RALGAPB	RALGAPB	NM_001282917.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RALGDS	RALGDS	NM_006266.3	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
RALGPS1	RALGPS1	NM_001322325.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
RALGPS2	RALGPS2	NM_152663.4	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
RALY	RALY	NM_016732.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RALYL	RALYL	NM_001100391.1	protein_coding	0	0	0	18	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
RAMP1	RAMP1	NM_005855.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
RAMP3	RAMP3	NM_005856.2	protein_coding	0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1
RAN	RAN	NM_006325.4	protein_coding	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP17	RANBP17	NM_022897.4	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP3	RANBP3	NM_007322.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP3L	RANBP3L	NM_001323273.1	protein_coding	0	1	0	6	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
RANBP6	RANBP6	NM_012416.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RANBP9	RANBP9	NM_005493.2	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
RANGAP1	RANGAP1	NM_001278651.1	protein_coding	0	0	1	4	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
RAP1A	RAP1A	NM_001010935.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	RAP1GAP	NM_001145658.1	protein_coding	0	2	2	3	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	1
RAP1GAP2	RAP1GAP2	NM_015085.4	protein_coding	0	0	0	35	1	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GDS1	RAP1GDS1	NM_001100426.1	protein_coding	0	1	0	5	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0
RAP2A	RAP2A	NM_021033.6	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP2B	RAP2B	NM_002886.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAP2C-AS1	RAP2C-AS1	NR_110410.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF1	RAPGEF1	NM_198679.1	protein_coding	0	0	0	6	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF2	RAPGEF2	NM_014247.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF4	RAPGEF4	NM_007023.3	protein_coding	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF5	RAPGEF5	NM_012294.3	protein_coding	0	0	0	20	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEF6	RAPGEF6	NM_001164386.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPH1	RAPH1	NM_213589.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPSN	RAPSN	NM_005055.4	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RARB	RARB	NM_001290216.2	protein_coding	0	0	0	70	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0
RARG	RARG	NM_000966.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RARRES1	RARRES1	NM_206963.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RARRES3	RARRES3	NM_004585.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RARS	RARS	NM_002887.3	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RASA1	RASA1	NM_002890.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RASA2	RASA2	NM_001303246.1	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0
RASA3	RASA3	NM_007368.3	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	1
RASAL1	RASAL1	NM_001193520.1	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
RASAL2	RASAL2	NM_170692.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RASAL3	RASAL3	NM_022904.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RASD1	RASD1	NM_016084.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RASD2	RASD2	NM_014310.3	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RASEF	RASEF	NM_152573.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGEF1B	RASGEF1B	NM_152545.2	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGEF1C	RASGEF1C	NM_175062.3	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF1	RASGRF1	NM_002891.4	protein_coding	0	0	0	21	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRF2	RASGRF2	NM_006909.2	protein_coding	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1
RASGRF2-AS1	RASGRF2-AS1	NR_105015.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RASGRP1	RASGRP1	NM_005739.3	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
RASGRP2	RASGRP2	NM_001098670.1	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASGRP3	RASGRP3	NM_001139488.1	protein_coding	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2
RASGRP4	RASGRP4	NM_170604.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RASIP1	RASIP1	NM_017805.2	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
RASL11B	RASL11B	NM_023940.2	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RASL12	RASL12	NM_016563.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF2	RASSF2	NM_014737.2	protein_coding	0	0	0	12	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1
RASSF3	RASSF3	NM_178169.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF4	RASSF4	NM_032023.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF5	RASSF5	NM_182663.3	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
RASSF6	RASSF6	NM_201431.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RASSF7	RASSF7	NM_003475.3	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RASSF8	RASSF8	NM_001164746.1	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RAVER1	RAVER1	NM_133452.2	protein_coding	0	1	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0
RAVER2	RAVER2	NM_018211.3	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RAX	RAX	NM_013435.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAX2	RAX2	NM_001319074.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RB1	RB1	NM_000321.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RB1CC1	RB1CC1	NM_014781.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP4	RBBP4	NM_005610.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RBBP5	RBBP5	NM_005057.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP6	RBBP6	NM_006910.4	protein_coding	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
RBBP7	RBBP7	NM_001198719.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP8	RBBP8	NM_002894.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBBP8NL	RBBP8NL	NM_080833.2	protein_coding	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RBCK1	RBCK1	NM_031229.3	protein_coding	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RBFA	RBFA	NM_024805.2	protein_coding	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RBFADN	RBFADN	NR_103445.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBFOX1	RBFOX1	NM_001308117.1	protein_coding	0	0	0	233	0	0	0	1	232	0	0	0	0	0	0	0	0	0	0	0	0	0
RBFOX2	RBFOX2	NM_001082578.1	protein_coding	0	0	0	7	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1
RBFOX3	RBFOX3	NM_001082575.2	protein_coding	0	0	0	65	0	0	0	2	63	0	0	0	0	0	0	0	0	0	0	0	0	0
RBKS	RBKS	NM_022128.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RBL1	RBL1	NM_002895.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBL2	RBL2	NM_001323608.1	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM10	RBM10	NM_001204468.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBM11	RBM11	NM_001320602.1	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM15	RBM15	NM_022768.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM15B	RBM15B	NM_013286.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM17	RBM17	NM_001145547.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM18	RBM18	NM_033117.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM19	RBM19	NM_001146698.1	protein_coding	0	0	1	10	0	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM20	RBM20	NM_001134363.2	protein_coding	0	0	0	14	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM23	RBM23	NM_001077351.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM24	RBM24	NM_001143942.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RBM25	RBM25	NM_021239.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM26	RBM26	NM_001286631.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM26-AS1	RBM26-AS1	NR_038991.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM28	RBM28	NM_018077.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM3	RBM3	NM_006743.4	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM33	RBM33	NM_053043.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM34	RBM34	NM_015014.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM39	RBM39	NM_184234.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM41	RBM41	NM_001324243.1	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM42	RBM42	NM_024321.4	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM44	RBM44	NM_001080504.2	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
RBM45	RBM45	NM_152945.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM47	RBM47	NM_001098634.1	protein_coding	0	1	1	17	0	0	0	1	15	1	0	0	0	0	0	0	0	0	0	0	1	1
RBM48	RBM48	NM_032120.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM5	RBM5	NM_005778.3	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RBM5-AS1	RBM5-AS1	NR_045388.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM6	RBM6	NM_005777.2	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
RBMS1	RBMS1	NM_016836.3	protein_coding	0	0	0	10	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMS2	RBMS2	NM_002898.3	protein_coding	0	1	0	6	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1
RBMS3	RBMS3	NM_001003793.2	protein_coding	0	0	0	51	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	3
RBMS3-AS1	RBMS3-AS1	NR_046556.1		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBMS3-AS3	RBMS3-AS3	NR_109804.1		0	0	0	9	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMXL2	RBMXL2	NM_014469.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMXL3	RBMXL3	NM_001145346.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBP1	RBP1	NM_002899.3	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP3	RBP3	NM_002900.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBP4	RBP4	NM_001323517.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPJ	RBPJ	NM_005349.3	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPJL	RBPJL	NM_014276.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBPMS	RBPMS	NM_001008712.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPMS2	RBPMS2	NM_194272.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RCAN1	RCAN1	NM_001285391.2	protein_coding	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RCAN2	RCAN2	NM_001251973.1	protein_coding	0	0	0	14	1	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	2
RCAN3	RCAN3	NM_001251977.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RCAN3AS	RCAN3AS	NR_045408.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCBTB1	RCBTB1	NM_018191.3	protein_coding	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RCC1	RCC1	NM_001048194.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	RCC2	NM_001136204.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RCCD1	RCCD1	NM_001017919.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RCHY1	RCHY1	NM_015436.3	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RCL1	RCL1	NM_005772.4	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1
RCN1	RCN1	NM_002901.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RCOR1	RCOR1	NM_015156.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RCOR3	RCOR3	NM_001136223.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCSD1	RCSD1	NM_052862.3	protein_coding	0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1
RCVRN	RCVRN	NM_002903.2	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RD3	RD3	NM_001164688.1	protein_coding	0	0	0	7	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
RD3L	RD3L	NM_001257268.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH10	RDH10	NM_172037.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH10-AS1	RDH10-AS1	NR_125388.1		0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1
RDH12	RDH12	NM_152443.2	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH13	RDH13	NM_001145971.1	protein_coding	0	0	0	8	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH14	RDH14	NM_020905.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH8	RDH8	NM_015725.2	protein_coding	0	0	1	3	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
RDX	RDX	NM_001260492.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
REC114	REC114	NM_001042367.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RECK	RECK	NM_021111.2	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RECQL	RECQL	NM_002907.3	protein_coding	0	1	0	3	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RECQL4	RECQL4	NM_004260.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RECQL5	RECQL5	NM_004259.6	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP1	REEP1	NM_001164730.1	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP3	REEP3	NM_001001330.2	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP5	REEP5	NM_005669.4	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP6	REEP6	NM_001329556.1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
REG1A	REG1A	NM_002909.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
REG1B	REG1B	NM_006507.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REG1CP	REG1CP	NR_002714.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
REG3A	REG3A	NM_002580.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
REG3G	REG3G	NM_001008387.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
REG4	REG4	NM_001159352.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RELB	RELB	NM_006509.3	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RELL1	RELL1	NM_001085399.1	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
RELL2	RELL2	NM_001130029.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RELN	RELN	NM_005045.3	protein_coding	0	0	0	43	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
RELT	RELT	NM_032871.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
REP15	REP15	NM_001029874.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
REPS1	REPS1	NM_001286611.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
REPS2	REPS2	NM_004726.2	protein_coding	0	0	0	7	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
RER1	RER1	NM_007033.4	protein_coding	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RERE	RERE	NM_001042681.1	protein_coding	0	0	0	10	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG	RERG	NM_032918.2	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
RERG-AS1	RERG-AS1	NR_046559.1		0	0	0	4	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
REST	REST	NM_001193508.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RET	RET	NM_020975.4	protein_coding	0	1	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
RETN	RETN	NM_001193374.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
